Product Number,Company,Details,Price,Rating,Number of Ratings & Reviews,Link
82,KILLER,22508-T.Blue Eva Walking Shoes For Men,₹685,4,"41,749 ratings and 3,090 reviews",https://www.flipkart.com/killer-22508-t-blue-eva-walking-shoes-men/p/itm3ef49144d6efa?pid=SHOGJ755NFKW3BPN&lid=LSTSHOGJ755NFKW3BPNBNUNUE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_385&otracker=search&otracker1=search&fm=organic&iid=ffb3b967-3f19-4077-aa7e-298c1f180bcc.SHOGJ755NFKW3BPN.SEARCH&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
83,Skechers,SUMMITS Sneakers For Men,"₹2,250",4.1,297 ratings and 27 reviews,https://www.flipkart.com/skechers-summits-sneakers-men/p/itm61ddc1d3f77df?pid=SHOGQTKZTXMYGH5E&lid=LSTSHOGQTKZTXMYGH5ETO6OM5&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_389&otracker=search&otracker1=search&fm=organic&iid=ffb3b967-3f19-4077-aa7e-298c1f180bcc.SHOGQTKZTXMYGH5E.SEARCH&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
84,RED CHIEF,"Hypercushion-01 Gym,Sports,Training,Stylish With Extra Comfort Training & Gym Shoes For Men","₹2,300",4.1,"1,977 ratings and 176 reviews",https://www.flipkart.com/asian-hypercushion-01-gym-sports-training-stylish-extra-comfort-training-gym-shoes-men/p/itme55d71f36a9e3?pid=SHOGUU8GRP6N5CAG&lid=LSTSHOGUU8GRP6N5CAGROSO0L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_395&otracker=search&otracker1=search&fm=organic&iid=ffb3b967-3f19-4077-aa7e-298c1f180bcc.SHOGUU8GRP6N5CAG.SEARCH&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
85,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_10_398&otracker=search&otracker1=search&fm=organic&iid=en_S7k_GdJ7KnWY2xW-zttGlR3H92myDRqt-Cw-5RynpcggQtL17DBM5I1o1RtbyfoIYPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=s2k3ct42qo0000001741796534847&qH=b0a8b6f820479900
86,ADIDAS,GlideEase M Running Shoes For Men,"₹1,455",4.1,"46,212 ratings and 3,421 reviews",https://www.flipkart.com/adidas-glideease-m-running-shoes-men/p/itmc8340026ad1b5?pid=SHOGFFYSJCVPUCZC&lid=LSTSHOGFFYSJCVPUCZCVKLB6Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_402&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3cdZc1Hv7GzUDTC6mTjX7oov4xys5V7zAgWubGiBCjfNQ%3D%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
87,KILLER,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",₹699,4.1,"6,771 ratings and 426 reviews",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itm829f9e2171f4a?pid=SHOGY3GZHQ3SFPXT&lid=LSTSHOGY3GZHQ3SFPXTE2912A&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_406&otracker=search&otracker1=search&fm=organic&iid=3ef1f79a-dc6a-4b49-8537-a9f3393fca7a.SHOGY3GZHQ3SFPXT.SEARCH&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
88,action,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹777,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGMYDN9ZF3J8DH&lid=LSTSHOGMYDN9ZF3J8DHMTSSOB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_411&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3eSAtx15hMlqa0iEzdc6BKBOqjy3oE7CP26BaY9g8C5Ug%3D%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
89,Skechers,Foam Stride Sneakers For Men,"₹3,000",3.9,"8,010 ratings and 534 reviews",https://www.flipkart.com/puma-foam-stride-sneakers-men/p/itm3fbc1defc5ec1?pid=SHOGMYD3QGYZ8KGB&lid=LSTSHOGMYD3QGYZ8KGBOKCDKO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_416&otracker=search&otracker1=search&fm=organic&iid=3ef1f79a-dc6a-4b49-8537-a9f3393fca7a.SHOGMYD3QGYZ8KGB.SEARCH&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
90,CAMPUS,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,565",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_418&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3chQbEYFomUwTkWx0Sab5Q397ZjfkORVm9ydnBlZRCiwvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
91,REEBOK,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹1,025",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_422&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3eMUkMMqZEgr0GjxNFZydcMBAlrfzbVJ-XF1P1-wE1D1g%3D%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
92,BERSACHE,Hyper Speed 4 Running Shoes For Men,"₹1,261",4.5,52 ratings and 7 reviews,https://www.flipkart.com/asics-hyper-speed-4-running-shoes-men/p/itm79c359c592152?pid=SHOH7UW3ZGWBVTS4&lid=LSTSHOH7UW3ZGWBVTS42LTIRO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_431&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3dmKg-xqJxPvvjJRcmLB_BD95EbihEkVVf5u9VsJm2x8eo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
93,ADIDAS,RACER TR23 Casuals For Men,"₹3,306",4.1,"1,228 ratings and 93 reviews",https://www.flipkart.com/adidas-racer-tr23-casuals-men/p/itme8fbf71eb9ac7?pid=SHOGZT5YW3SACJFY&lid=LSTSHOGZT5YW3SACJFY3RUAEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_11_437&otracker=search&otracker1=search&fm=organic&iid=en_vGPWw5amQJVvHNSePSAN3uQzek5hEBDo6-eLspRJl3de7lPQyKDgU_0OOSLyqIFwHaJl67uICxw25U_Tv7tGFonfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=h6rs528ar40000001741796539623&qH=b0a8b6f820479900
94,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_441&otracker=search&otracker1=search&fm=organic&iid=en_AJlBnCTetJtO99AN2la2OJbA07ZDKnnqud4ANCjs-1wUkrP40Esq-NQw6HHXWNwYaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
95,RED TAPE,"EAST-1 Sports shoes, Walking, Lightweight, Trekking, Stylish Running Shoes For Men","₹1,379",4.1,"5,155 ratings and 605 reviews",https://www.flipkart.com/jqr-east-1-sports-shoes-walking-lightweight-trekking-stylish-running-shoes-men/p/itm180ea5aa9938b?pid=SHOGUAYGFG2DZPJY&lid=LSTSHOGUAYGFG2DZPJYOLFJRK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_446&otracker=search&otracker1=search&fm=organic&iid=dcbeeeb6-87a5-4dec-94e1-e3343e7d6769.SHOGUAYGFG2DZPJY.SEARCH&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
96,Abros,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,"₹1,033",3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_452&otracker=search&otracker1=search&fm=organic&iid=en_AJlBnCTetJtO99AN2la2OJbA07ZDKnnqud4ANCjs-1yywBjAYeYsyt7BJe1fWuQe7gv-8SmxwH7rwpibaWnmog%3D%3D&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
97,Abros,"Boston-01 Chunky Sneakers,Loafers,Walking Shoes Sneakers For Men","₹1,438",3.9,"25,173 ratings and 1,750 reviews",https://www.flipkart.com/asian-boston-01-chunky-sneakers-loafers-walking-shoes-sneakers-men/p/itme669b18a80f23?pid=SHOGVGG3ZQFXNHYT&lid=LSTSHOGVGG3ZQFXNHYTV3EWUA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_456&otracker=search&otracker1=search&fm=organic&iid=dcbeeeb6-87a5-4dec-94e1-e3343e7d6769.SHOGVGG3ZQFXNHYT.SEARCH&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
98,REEBOK,Volga Casuals For Men,"₹1,025",4.2,"31,918 ratings and 3,728 reviews",https://www.flipkart.com/wildcraft-volga-casuals-men/p/itm3b3a057391694?pid=SHOHFYR8VNFMRVJY&lid=LSTSHOHFYR8VNFMRVJYLGECTD&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_459&otracker=search&otracker1=search&fm=organic&iid=dcbeeeb6-87a5-4dec-94e1-e3343e7d6769.SHOHFYR8VNFMRVJY.SEARCH&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
99,Airson,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,₹898,4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_461&otracker=search&otracker1=search&fm=organic&iid=en_AJlBnCTetJtO99AN2la2OJbA07ZDKnnqud4ANCjs-1xn3Agkg7rm68do1qWIki0oSy6BWESRqXuDtcbUiQ-L8A%3D%3D&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
100,KILLER,SABER D.GREY Walking Shoes For Men,₹665,4,"10,856 ratings and 701 reviews",https://www.flipkart.com/killer-saber-d-grey-walking-shoes-men/p/itm9cfb010f3dc17?pid=SHOGJMTBTYWUSNVS&lid=LSTSHOGJMTBTYWUSNVSSLFU6C&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_465&otracker=search&otracker1=search&fm=organic&iid=dcbeeeb6-87a5-4dec-94e1-e3343e7d6769.SHOGJMTBTYWUSNVS.SEARCH&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
101,asian,"Firefly-04 White Sports,Gym,Jogging,Walking,Training,Stylish Running Shoes For Women",₹833,4,"15,667 ratings and 977 reviews",https://www.flipkart.com/asian-firefly-04-white-sports-gym-jogging-walking-training-stylish-running-shoes-women/p/itm508025c63da8f?pid=SHOGGG7EWSUSMM89&lid=LSTSHOGGG7EWSUSMM8949GLPU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_469&otracker=search&otracker1=search&fm=organic&iid=dcbeeeb6-87a5-4dec-94e1-e3343e7d6769.SHOGGG7EWSUSMM89.SEARCH&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
102,AVANT,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹989,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_12_478&otracker=search&otracker1=search&fm=organic&iid=en_AJlBnCTetJtO99AN2la2OJbA07ZDKnnqud4ANCjs-1wDjghyqPHP23umvcHaIJfNYPaHafQoVqcxhu5Bu4qOE68iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=lnax4rde9c0000001741796544476&qH=b0a8b6f820479900
103,CAMPUS,"Thar-01 White Sneakers,Sports,Training,Gym,Walking,Stylish For Men","₹1,565",4,"1,13,605 ratings and 10,714 reviews",https://www.flipkart.com/asian-thar-01-white-sneakers-sports-training-gym-walking-stylish-men/p/itm9883ddd8afc2d?pid=SHOGHCHGH6R3DGFZ&lid=LSTSHOGHCHGH6R3DGFZR3VZAO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_482&otracker=search&otracker1=search&fm=organic&iid=en_qC0NMlp0KL1scSsf5FmmSII5WGaNjCy-xfZwbLmkT0DoXYPf7tyL05dehcoYsY06MSsfbil-uRUFX5a5L49A9PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
104,ADIDAS,Glowrun Reflective M Running Shoes For Men,"₹2,423",4,"5,621 ratings and 341 reviews",https://www.flipkart.com/adidas-glowrun-reflective-m-running-shoes-men/p/itmc668fb47a4389?pid=SHOGGW2VQY7GAHCP&lid=LSTSHOGGW2VQY7GAHCPDUOEQK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_489&otracker=search&otracker1=search&fm=organic&iid=99f9eb51-e6bc-4900-9afa-15a6f713e558.SHOGGW2VQY7GAHCP.SEARCH&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
105,Abros,"SM 734 | Stylish, Comfortable | Casuals For Men",₹524,4.4,27 ratings and 3 reviews,https://www.flipkart.com/sparx-sm-734-stylish-comfortable-casuals-men/p/itmafbfff696f5d3?pid=SHOGHG22Y6TD46Y9&lid=LSTSHOGHG22Y6TD46Y9TOMC8E&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_496&otracker=search&otracker1=search&fm=organic&iid=99f9eb51-e6bc-4900-9afa-15a6f713e558.SHOGHG22Y6TD46Y9.SEARCH&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
106,ADIDAS,"SM 9039 | Stylish, Comfortable | Sneakers For Men","₹1,725",4.3,"2,75,256 ratings and 39,453 reviews",https://www.flipkart.com/sparx-sm-9039-stylish-comfortable-sneakers-men/p/itm3a9cd5e05b229?pid=SHOGK2J5YME3DPV7&lid=LSTSHOGK2J5YME3DPV7BIEINC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_499&otracker=search&otracker1=search&fm=organic&iid=99f9eb51-e6bc-4900-9afa-15a6f713e558.SHOGK2J5YME3DPV7.SEARCH&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
107,asian,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,626",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_501&otracker=search&otracker1=search&fm=organic&iid=en_qC0NMlp0KL1scSsf5FmmSII5WGaNjCy-xfZwbLmkT0CN2WVDyD2z7NyeKst5600U97ZjfkORVm9ydnBlZRCiwvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
108,action,Junior Zero1 Sports shoes for Men | Gym Training Walking Running Shoes For Men Training & Gym Shoes For Men,"₹1,007",4,"15,186 ratings and 859 reviews",https://www.flipkart.com/airson-junior-zero1-sports-shoes-men-gym-training-walking-running/p/itm8a937516b3153?pid=SHOGN9XBMSNEJ63Q&lid=LSTSHOGN9XBMSNEJ63QPRJAMG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_507&otracker=search&otracker1=search&fm=organic&iid=en_qC0NMlp0KL1scSsf5FmmSII5WGaNjCy-xfZwbLmkT0Ae6tYCVZAzyEicsNO32gWnIi6StrEAouchMVfoiK6qKw%3D%3D&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
109,Sparx,"Lifestyle Casual Shoes for Men | Classic Rounded Toe, Soothing Insole Sneakers For Men",₹649,4.2,"2,230 ratings and 169 reviews",https://www.flipkart.com/red-tape-lifestyle-casual-shoes-men-classic-rounded-toe-soothing-insole-sneakers/p/itm227b05dddfe73?pid=SHOH5Y8Y3EZDJAJR&lid=LSTSHOH5Y8Y3EZDJAJRK5DOSI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_514&otracker=search&otracker1=search&fm=organic&iid=99f9eb51-e6bc-4900-9afa-15a6f713e558.SHOH5Y8Y3EZDJAJR.SEARCH&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
110,AVANT,OG-31 Men's Casual Shoes | Comfortable Insole & Sleek PU Upper | Lace-Up Sneakers For Men,₹989,4.3,238 ratings and 22 reviews,https://www.flipkart.com/campus-og-31-men-s-casual-shoes-comfortable-insole-sleek-pu-upper-lace-up-sneakers-men/p/itmdf63b68e722c0?pid=SHOH3GZ3GZJHVTYA&lid=LSTSHOH3GZ3GZJHVTYAEHHMWD&marketplace=FLIPKART&q=shoes&store=osp&srno=s_13_518&otracker=search&otracker1=search&fm=organic&iid=en_qC0NMlp0KL1scSsf5FmmSII5WGaNjCy-xfZwbLmkT0CBBOPkP8HW_boPj3RFd9m90Dav1m7jxYQBjwWGNfBQRYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=75bjy0e6og0000001741796550571&qH=b0a8b6f820479900
111,KILLER,KL8044 Lightweight Comfort Summer Trendy Premium Stylish Loafers For Men,₹674,3.7,"5,467 ratings and 264 reviews",https://www.flipkart.com/killer-kl8044-lightweight-comfort-summer-trendy-premium-stylish-loafers-men/p/itm015f72ed4c7eb?pid=SHOGFDGYCNXSD5RW&lid=LSTSHOGFDGYCNXSD5RWMLRSL9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_521&otracker=search&otracker1=search&fm=organic&iid=en_EWnwGxwyvH1BD-B8GJXXVCjpSmfyG2jicTMfyujf2q_kJLtgnDhK7f4UIPBLkV9AdTwWwmBXkX6z3u8UgcL_NA%3D%3D&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
112,Bata,Slip On For Men,₹841,3.9,"5,500 ratings and 468 reviews",https://www.flipkart.com/bata-slip-men/p/itmc1dc02fe3ba16?pid=SHOFWMNXUQGZTDVZ&lid=LSTSHOFWMNXUQGZTDVZV8KWGE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_525&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOFWMNXUQGZTDVZ.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
113,AVANT,Softride Clean V2 Running Shoes For Men,₹989,3.8,338 ratings and 23 reviews,https://www.flipkart.com/puma-softride-clean-v2-running-shoes-men/p/itm92a42b6221747?pid=SHOGHKSJPRZFNP6U&lid=LSTSHOGHKSJPRZFNP6UI3YDH5&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_530&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOGHKSJPRZFNP6U.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
114,BERSACHE,-060 05 Running Shoes For Women,₹761,4.1,"1,190 ratings and 76 reviews",https://www.flipkart.com/hrx-hrithik-roshan-060-05-running-shoes-women/p/itm070c8220b078a?pid=SHOGRHXNU6UZNGHV&lid=LSTSHOGRHXNU6UZNGHVIPY4IN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_536&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOGRHXNU6UZNGHV.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
115,asian,"TERMINATOR-01 White Sneakers,Sports,Training,Gym,Walking,Stylish Running Shoes For Men",₹825,4,"28,151 ratings and 2,656 reviews",https://www.flipkart.com/asian-terminator-01-white-sneakers-sports-training-gym-walking-stylish-running-shoes-men/p/itmabf02712960dc?pid=SHOHFZHR95G25BQG&lid=LSTSHOHFZHR95G25BQG6Y82FJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_537&otracker=search&otracker1=search&fm=organic&iid=en_EWnwGxwyvH1BD-B8GJXXVCjpSmfyG2jicTMfyujf2q-gnJ9PWPBoz_PvISzBcNDAV0zoSlEn5NcyG3YGTTmzMvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
116,asian,CAMP APEX Men's Sports Shoes | Comfy Yoga Max Insole with Ball-Tech | Lace-Up Running Shoes For Men,₹746,3.9,155 ratings and 6 reviews,https://www.flipkart.com/campus-camp-apex-men-s-sports-shoes-comfy-yoga-max-insole-ball-tech-lace-up-running-men/p/itm14503fad22c5b?pid=SHOH5ZDBBQEN86GZ&lid=LSTSHOH5ZDBBQEN86GZZKFWER&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_544&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOH5ZDBBQEN86GZ.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
117,NIVIA,AIR STRIKE Football Shoes For Men,₹569,4.1,"27,494 ratings and 2,465 reviews",https://www.flipkart.com/nivia-air-strike-football-shoes-men/p/itmed913f198029f?pid=SHOGQXPPCR62VJ6M&lid=LSTSHOGQXPPCR62VJ6MTIIJZ7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_545&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOGQXPPCR62VJ6M.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
118,CAMPUS,COMFORT WANDRER M Walking Shoes For Men,"₹1,469",4.1,941 ratings and 78 reviews,https://www.flipkart.com/reebok-comfort-wandrer-m-walking-shoes-men/p/itm671fa9cb64854?pid=SHOGEUFGQBB4ZB5S&lid=LSTSHOGEUFGQBB4ZB5SAZV1RK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_552&otracker=search&otracker1=search&fm=organic&iid=en_EWnwGxwyvH1BD-B8GJXXVCjpSmfyG2jicTMfyujf2q98IXsXTWm5ZpQjbmllTpiiMcrpBZUT8yInmaObnirbM-o15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
119,RED TAPE,"Walking Sports Shoes For Men | Comfort, Style, and Performance Walking Shoes For Men","₹1,299",4.1,"1,462 ratings and 97 reviews",https://www.flipkart.com/red-tape-walking-sports-shoes-men-comfort-style-performance/p/itm243d46d4cf659?pid=SHOGSZ69XYHHHAFM&lid=LSTSHOGSZ69XYHHHAFMG8M2P6&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_555&otracker=search&otracker1=search&fm=organic&iid=82f39244-9699-46e9-80c5-a113f418e91c.SHOGSZ69XYHHHAFM.SEARCH&ppt=None&ppn=None&ssid=joh8n24vgw0000001741796555578&qH=b0a8b6f820479900
120,ADIDAS,ExcelCourt M Basketball Shoes For Men,"₹2,175",4.1,"14,236 ratings and 933 reviews",https://www.flipkart.com/adidas-excelcourt-m-basketball-shoes-men/p/itmb29d48d3af202?pid=SHOGA5F6Y3CKPBDM&lid=LSTSHOGA5F6Y3CKPBDMUD9VWY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_561&otracker=search&otracker1=search&fm=organic&iid=en_a__9Ph567k2RyoV_MfiVxMFoRYi8BcNfRJCqcuzx81T1-85HMSkNi5oaLSRTG-GhaW-jY1K6IgP7FDTceV8RSQ%3D%3D&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
121,CAMPUS,"Casual Sneaker Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men","₹1,584",4.1,"8,794 ratings and 715 reviews",https://www.flipkart.com/asian-casual-sneaker-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itmef3c2c693ec6e?pid=SHOGVKGU9F2RVGK7&lid=LSTSHOGVKGU9F2RVGK7P0KEDS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_568&otracker=search&otracker1=search&fm=organic&iid=en_a__9Ph567k2RyoV_MfiVxMFoRYi8BcNfRJCqcuzx81TYodSt44cpQG8FUglxBV9Bzxl4ZQJFcjZlA0tH0L6ipPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=pilq6by20w0000001741796561071&qH=b0a8b6f820479900
